c_ClaveProdServ,Descripción,Fecha Inicio Vigencia,Fecha Fin Vigencia,Incluir IVA trasladado,Incluir IEPS trasladado
10201945,Rosal vivo romance,10/1/2016,,Opcional,No
10201946,Rosal vivo romantic antike o antique,10/1/2016,,Opcional,No
10201947,Rosal vivo rosalind o astew,10/1/2016,,Opcional,No
10201948,Rosal vivo rosita vendela,10/1/2016,,Opcional,No
10201949,Rosal vivo secret garden,10/1/2016,,Opcional,No
10201950,Rosal vivo solaire,10/1/2016,,Opcional,No
10201951,Rosal vivo sophie,10/1/2016,,Opcional,No
10201952,Rosal vivo sweet akito,10/1/2016,,Opcional,No
10201953,Rosal vivo sweet avalanche,10/1/2016,,Opcional,No
10201954,Rosal vivo sweet elegance,10/1/2016,,Opcional,No
10201955,Rosal vivo sweet pink,10/1/2016,,Opcional,No
10201956,Rosal vivo titanic,10/1/2016,,Opcional,No
10201957,Rosal vivo toscanini,10/1/2016,,Opcional,No
10201958,Rosal vivo vania,10/1/2016,,Opcional,No
10201959,Rosal vivo vanity,10/1/2016,,Opcional,No
10201960,Rosal vivo vision,10/1/2016,,Opcional,No
10201961,Rosal vivo vivaldi,10/1/2016,,Opcional,No
10201962,Rosal vivo whisper,10/1/2016,,Opcional,No
10202000,Rosales vivos multicolor rosados,10/1/2016,,Opcional,No
10202001,Rosal vivo attracta,10/1/2016,,Opcional,No
10202002,Rosal vivo boheme,10/1/2016,,Opcional,No
10202003,Rosal vivo carousel,10/1/2016,,Opcional,No
10202004,Rosal vivo cezanne,10/1/2016,,Opcional,No
10202005,Rosal vivo crazy one,10/1/2016,,Opcional,No
10202006,Rosal vivo dance valley,10/1/2016,,Opcional,No
10202007,Rosal vivo duett,10/1/2016,,Opcional,No
10202008,Rosal vivo esperance,10/1/2016,,Opcional,No
10202009,Rosal vivo fiesta,10/1/2016,,Opcional,No
10202010,Rosal vivo halloween,10/1/2016,,Opcional,No
10202011,Rosal vivo highlander,10/1/2016,,Opcional,No
10202012,Rosal vivo hot ambiance,10/1/2016,,Opcional,No
10202013,Rosal vivo la belle,10/1/2016,,Opcional,No
10202014,Rosal vivo laguna,10/1/2016,,Opcional,No
10202015,Rosal vivo latin ambiance,10/1/2016,,Opcional,No
10202016,Rosal vivo latin breeze,10/1/2016,,Opcional,No
10202017,Rosal vivo long arifa,10/1/2016,,Opcional,No
10202018,Rosal vivo murano,10/1/2016,,Opcional,No
10202019,Rosal vivo n-joy rose,10/1/2016,,Opcional,No
10202020,Rosal vivo panama,10/1/2016,,Opcional,No
10202021,Rosal vivo peppermint,10/1/2016,,Opcional,No
10202022,Rosal vivo pijama party,10/1/2016,,Opcional,No
10202023,Rosal vivo portofino,10/1/2016,,Opcional,No
10202024,Rosal vivo priceless,10/1/2016,,Opcional,No
10202025,Rosal vivo queen amazon,10/1/2016,,Opcional,No
10202026,Rosal vivo ranuncula,10/1/2016,,Opcional,No
10202027,Rosal vivo rossini,10/1/2016,,Opcional,No
10202028,Rosal vivo sabina o sabrina,10/1/2016,,Opcional,No
10202029,Rosal vivo scandal,10/1/2016,,Opcional,No
10202030,Rosal vivo silvery pink,10/1/2016,,Opcional,No
10202031,Rosal vivo something else,10/1/2016,,Opcional,No
10202032,Rosal vivo soutine,10/1/2016,,Opcional,No
10202033,Rosal vivo sovereign,10/1/2016,,Opcional,No
10202034,Rosal vivo super disco,10/1/2016,,Opcional,No
10202035,Rosal vivo ts 1968,10/1/2016,,Opcional,No
10202036,Rosal vivo variance,10/1/2016,,Opcional,No
10202037,Rosal vivo verdi,10/1/2016,,Opcional,No
10202100,Rosales vivos anaranjados,10/1/2016,,Opcional,No
10202101,Rosal vivo alhambra,10/1/2016,,Opcional,No
10202102,Rosal vivo aloha,10/1/2016,,Opcional,No
10202103,Rosal vivo amber,10/1/2016,,Opcional,No
10202104,Rosal vivo apache,10/1/2016,,Opcional,No
10202105,Rosal vivo arabia,10/1/2016,,Opcional,No
10202106,Rosal vivo bengala,10/1/2016,,Opcional,No
10202107,Rosal vivo bibi,10/1/2016,,Opcional,No
10202108,Rosal vivo caramba,10/1/2016,,Opcional,No
10202109,Rosal vivo caramella,10/1/2016,,Opcional,No
10202110,Rosal vivo carla,10/1/2016,,Opcional,No
10202111,Rosal vivo cartagena,10/1/2016,,Opcional,No
10202112,Rosal vivo chanson,10/1/2016,,Opcional,No
10202113,Rosal vivo charmer,10/1/2016,,Opcional,No
10202114,Rosal vivo cherry brandy,10/1/2016,,Opcional,No
10202115,Rosal vivo chilis,10/1/2016,,Opcional,No
10202116,Rosal vivo cinnamon,10/1/2016,,Opcional,No
10202117,Rosal vivo colandro,10/1/2016,,Opcional,No
10202118,Rosal vivo coral sea,10/1/2016,,Opcional,No
10202119,Rosal vivo corvette o red corvette,10/1/2016,,Opcional,No
10202120,Rosal vivo dark milva,10/1/2016,,Opcional,No
10202121,Rosal vivo donna,10/1/2016,,Opcional,No
10202122,Rosal vivo dreamer,10/1/2016,,Opcional,No
10202123,Rosal vivo el dorado,10/1/2016,,Opcional,No
10202124,Rosal vivo el toro,10/1/2016,,Opcional,No
10202125,Rosal vivo elena,10/1/2016,,Opcional,No
10202126,Rosal vivo ensueño,10/1/2016,,Opcional,No
10202127,Rosal vivo euforia,10/1/2016,,Opcional,No
10202128,Rosal vivo exótica,10/1/2016,,Opcional,No
10202129,Rosal vivo fancy amazon,10/1/2016,,Opcional,No
10202130,Rosal vivo fiction,10/1/2016,,Opcional,No
10202131,Rosal vivo finess,10/1/2016,,Opcional,No
10202132,Rosal vivo flameco,10/1/2016,,Opcional,No
10202133,Rosal vivo free spirit,10/1/2016,,Opcional,No
10202134,Rosal vivo gelato,10/1/2016,,Opcional,No
10202135,Rosal vivo gypsy curiosa,10/1/2016,,Opcional,No
10202136,Rosal vivo high and magic,10/1/2016,,Opcional,No
10202137,Rosal vivo high and orange magic,10/1/2016,,Opcional,No
10202138,Rosal vivo iguana o alegra,10/1/2016,,Opcional,No
10202139,Rosal vivo impulse,10/1/2016,,Opcional,No
10202140,Rosal vivo indian femma,10/1/2016,,Opcional,No
10202141,Rosal vivo indian sunset,10/1/2016,,Opcional,No
10202142,Rosal vivo karusso,10/1/2016,,Opcional,No
10202143,Rosal vivo kerio,10/1/2016,,Opcional,No
10202144,Rosal vivo kiki,10/1/2016,,Opcional,No
10202145,Rosal vivo latin circus,10/1/2016,,Opcional,No
10202146,Rosal vivo leonisa,10/1/2016,,Opcional,No
10202147,Rosal vivo lipstick,10/1/2016,,Opcional,No
10202148,Rosal vivo lobita,10/1/2016,,Opcional,No
10202149,Rosal vivo luca,10/1/2016,,Opcional,No
10202150,Rosal vivo manitou,10/1/2016,,Opcional,No
10202151,Rosal vivo mariana,10/1/2016,,Opcional,No
10202152,Rosal vivo marjan o pk sensation,10/1/2016,,Opcional,No
10202153,Rosal vivo milonga,10/1/2016,,Opcional,No
10202154,Rosal vivo milva,10/1/2016,,Opcional,No
10202155,Rosal vivo miracle,10/1/2016,,Opcional,No
10202156,Rosal vivo mirage,10/1/2016,,Opcional,No
10202157,Rosal vivo monte carlo,10/1/2016,,Opcional,No
10202158,Rosal vivo movie star,10/1/2016,,Opcional,No
10202159,Rosal vivo nikita,10/1/2016,,Opcional,No
10202160,Rosal vivo orange flame,10/1/2016,,Opcional,No
10202161,Rosal vivo orange france,10/1/2016,,Opcional,No
10202162,Rosal vivo orange intuition,10/1/2016,,Opcional,No
10202163,Rosal vivo orange unique,10/1/2016,,Opcional,No
10202164,Rosal vivo orangine u orangina,10/1/2016,,Opcional,No
10202165,Rosal vivo papaya,10/1/2016,,Opcional,No
10202166,Rosal vivo pareo,10/1/2016,,Opcional,No
10202167,Rosal vivo peach sherbet,10/1/2016,,Opcional,No
10202168,Rosal vivo queensday,10/1/2016,,Opcional,No
10202169,Rosal vivo rosselle,10/1/2016,,Opcional,No
10202170,Rosal vivo royal circus,10/1/2016,,Opcional,No
10202171,Rosal vivo sari,10/1/2016,,Opcional,No
10202172,Rosal vivo sensual,10/1/2016,,Opcional,No
10202173,Rosal vivo soap,10/1/2016,,Opcional,No
10202174,Rosal vivo sombrero,10/1/2016,,Opcional,No
10202175,Rosal vivo spicy,10/1/2016,,Opcional,No
10202176,Rosal vivo star 2000,10/1/2016,,Opcional,No
10202177,Rosal vivo summer versilia,10/1/2016,,Opcional,No
10202178,Rosal vivo trixx,10/1/2016,,Opcional,No
10202179,Rosal vivo tropical amazon,10/1/2016,,Opcional,No
10202180,Rosal vivo utopia,10/1/2016,,Opcional,No
10202181,Rosal vivo valentine,10/1/2016,,Opcional,No
10202182,Rosal vivo verano,10/1/2016,,Opcional,No
10202183,Rosal vivo versilia,10/1/2016,,Opcional,No
10202184,Rosal vivo voodoo,10/1/2016,,Opcional,No
10202185,Rosal vivo wow,10/1/2016,,Opcional,No
10202186,Rosal vivo yabadabadoo,10/1/2016,,Opcional,No
10202200,Rosales vivos durazno,10/1/2016,,Opcional,No
10202201,Rosal vivo alejandra,10/1/2016,,Opcional,No
10202202,Rosal vivo azafran,10/1/2016,,Opcional,No
10202203,Rosal vivo big fun,10/1/2016,,Opcional,No
10202204,Rosal vivo cabaret,10/1/2016,,Opcional,No
10202205,Rosal vivo capuccino,10/1/2016,,Opcional,No
10202206,Rosal vivo carpe diem,10/1/2016,,Opcional,No
10202207,Rosal vivo cosima,10/1/2016,,Opcional,No
10202208,Rosal vivo cumbia,10/1/2016,,Opcional,No
10202209,Rosal vivo dream,10/1/2016,,Opcional,No
10202210,Rosal vivo epoca,10/1/2016,,Opcional,No
10202211,Rosal vivo fado,10/1/2016,,Opcional,No
10202212,Rosal vivo femma,10/1/2016,,Opcional,No
10202213,Rosal vivo guajira,10/1/2016,,Opcional,No
10202214,Rosal vivo high and arena,10/1/2016,,Opcional,No
10202215,Rosal vivo high and dandy,10/1/2016,,Opcional,No
10202216,Rosal vivo high and lucky,10/1/2016,,Opcional,No
10202217,Rosal vivo high and peach,10/1/2016,,Opcional,No
10202218,Rosal vivo imagination,10/1/2016,,Opcional,No
10202219,Rosal vivo isis,10/1/2016,,Opcional,No
10202220,Rosal vivo joy o light versilia,10/1/2016,,Opcional,No
10202221,Rosal vivo juliet ausjameson,10/1/2016,,Opcional,No
10202222,Rosal vivo la parisienne,10/1/2016,,Opcional,No
10202223,Rosal vivo la perla,10/1/2016,,Opcional,No
10202224,Rosal vivo lovita sunblaze,10/1/2016,,Opcional,No
10202225,Rosal vivo malilena o marilena,10/1/2016,,Opcional,No
10202226,Rosal vivo monyna,10/1/2016,,Opcional,No
10202227,Rosal vivo nectarine,10/1/2016,,Opcional,No
10202228,Rosal vivo oriental curiosa,10/1/2016,,Opcional,No
10202229,Rosal vivo osiana,10/1/2016,,Opcional,No
10202230,Rosal vivo peach avalanche,10/1/2016,,Opcional,No
10202231,Rosal vivo peach deja vu,10/1/2016,,Opcional,No
10202232,Rosal vivo picanto,10/1/2016,,Opcional,No
10202233,Rosal vivo prima donna,10/1/2016,,Opcional,No
10202234,Rosal vivo sheril,10/1/2016,,Opcional,No
10202235,Rosal vivo sirocco,10/1/2016,,Opcional,No
10202236,Rosal vivo tamara,10/1/2016,,Opcional,No
10202237,Rosal vivo taxo,10/1/2016,,Opcional,No
10202238,Rosal vivo trust,10/1/2016,,Opcional,No
10202239,Rosal vivo valencia,10/1/2016,,Opcional,No
10202240,Rosal vivo vinci,10/1/2016,,Opcional,No
10202241,Rosal vivo wanda,10/1/2016,,Opcional,No
10202300,Rosales vivos rosados,10/1/2016,,Opcional,No
10202301,Rosal vivo aerobic,10/1/2016,,Opcional,No
10202302,Rosal vivo after party,10/1/2016,,Opcional,No
10202303,Rosal vivo amsterdam,10/1/2016,,Opcional,No
10202304,Rosal vivo aqua rose,10/1/2016,,Opcional,No
10202305,Rosal vivo attache,10/1/2016,,Opcional,No
10202306,Rosal vivo attitude,10/1/2016,,Opcional,No
10202307,Rosal vivo ballet,10/1/2016,,Opcional,No
10202308,Rosal vivo belami,10/1/2016,,Opcional,No
10202309,Rosal vivo bella voo o belle vue,10/1/2016,,Opcional,No
10202310,Rosal vivo bling bling,10/1/2016,,Opcional,No
10202311,Rosal vivo blushing akito,10/1/2016,,Opcional,No
10202312,Rosal vivo brooke,10/1/2016,,Opcional,No
10202313,Rosal vivo bugatti,10/1/2016,,Opcional,No
10202314,Rosal vivo cadillac,10/1/2016,,Opcional,No
10202315,Rosal vivo carnaval,10/1/2016,,Opcional,No
10202316,Rosal vivo cereza,10/1/2016,,Opcional,No
10202317,Rosal vivo charming unique,10/1/2016,,Opcional,No
10202318,Rosal vivo cherry o,10/1/2016,,Opcional,No
10202319,Rosal vivo ciciolina,10/1/2016,,Opcional,No
10202320,Rosal vivo classic cezanne,10/1/2016,,Opcional,No
10202321,Rosal vivo clasic duett,10/1/2016,,Opcional,No
10202322,Rosal vivo cosmiq,10/1/2016,,Opcional,No
10202323,Rosal vivo dark engagement,10/1/2016,,Opcional,No
10202324,Rosal vivo daytona,10/1/2016,,Opcional,No
10202325,Rosal vivo dekora,10/1/2016,,Opcional,No
10202326,Rosal vivo dolores,10/1/2016,,Opcional,No
10202327,Rosal vivo eliza,10/1/2016,,Opcional,No
10202328,Rosal vivo flash baccara,10/1/2016,,Opcional,No
10202329,Rosal vivo full house,10/1/2016,,Opcional,No
10202330,Rosal vivo funky,10/1/2016,,Opcional,No
10202331,Rosal vivo giliane,10/1/2016,,Opcional,No
10202332,Rosal vivo gran europe,10/1/2016,,Opcional,No
10202333,Rosal vivo habari,10/1/2016,,Opcional,No
10202334,Rosal vivo hanseat,10/1/2016,,Opcional,No
10202335,Rosal vivo high and amazing,10/1/2016,,Opcional,No
10202336,Rosal vivo high and bonita,10/1/2016,,Opcional,No
10202337,Rosal vivo high and booming,10/1/2016,,Opcional,No
10202338,Rosal vivo high and fantasy,10/1/2016,,Opcional,No
10202339,Rosal vivo high and rich,10/1/2016,,Opcional,No
10202340,Rosal vivo hot lady,10/1/2016,,Opcional,No
10202341,Rosal vivo hot princess,10/1/2016,,Opcional,No
10202342,Rosal vivo inspiration,10/1/2016,,Opcional,No
10202343,Rosal vivo jeimy,10/1/2016,,Opcional,No
10202344,Rosal vivo kachita,10/1/2016,,Opcional,No
10202345,Rosal vivo karen,10/1/2016,,Opcional,No
10202346,Rosal vivo kenji,10/1/2016,,Opcional,No
10202347,Rosal vivo kiko,10/1/2016,,Opcional,No
10202348,Rosal vivo laser,10/1/2016,,Opcional,No
10202349,Rosal vivo latin duett,10/1/2016,,Opcional,No
10202350,Rosal vivo latin fever,10/1/2016,,Opcional,No
10202351,Rosal vivo lifestyle,10/1/2016,,Opcional,No
10202352,Rosal vivo light orlando,10/1/2016,,Opcional,No
10202353,Rosal vivo lovely dreams,10/1/2016,,Opcional,No
10202354,Rosal vivo loyalty,10/1/2016,,Opcional,No
10202355,Rosal vivo malibu,10/1/2016,,Opcional,No
10202356,Rosal vivo mata-hari,10/1/2016,,Opcional,No
10202357,Rosal vivo memphis,10/1/2016,,Opcional,No
10202358,Rosal vivo mi amor,10/1/2016,,Opcional,No
10202359,Rosal vivo miami,10/1/2016,,Opcional,No
10202360,Rosal vivo michelle,10/1/2016,,Opcional,No
10202361,Rosal vivo mikaela,10/1/2016,,Opcional,No
10202362,Rosal vivo orchestra,10/1/2016,,Opcional,No
10202363,Rosal vivo orlando,10/1/2016,,Opcional,No
10202364,Rosal vivo osadia,10/1/2016,,Opcional,No
10202365,Rosal vivo paeonia freelander,10/1/2016,,Opcional,No
10202366,Rosal vivo paula,10/1/2016,,Opcional,No
10202367,Rosal vivo pavarotti,10/1/2016,,Opcional,No
10202368,Rosal vivo pink intuition,10/1/2016,,Opcional,No
10202369,Rosal vivo poison,10/1/2016,,Opcional,No
10202370,Rosal vivo princess,10/1/2016,,Opcional,No
10202371,Rosal vivo queen mary,10/1/2016,,Opcional,No
10202372,Rosal vivo raphaela,10/1/2016,,Opcional,No
10202373,Rosal vivo raspberry ice,10/1/2016,,Opcional,No
10202374,Rosal vivo ravel,10/1/2016,,Opcional,No
10202375,Rosal vivo riviera,10/1/2016,,Opcional,No
10202376,Rosal vivo sade,10/1/2016,,Opcional,No
10202377,Rosal vivo sashimi,10/1/2016,,Opcional,No
10202378,Rosal vivo shanya,10/1/2016,,Opcional,No
10202379,Rosal vivo shocking versilia,10/1/2016,,Opcional,No
10202380,Rosal vivo solitaire,10/1/2016,,Opcional,No
10202381,Rosal vivo something different,10/1/2016,,Opcional,No
10202382,Rosal vivo splendid renate,10/1/2016,,Opcional,No
10202383,Rosal vivo star,10/1/2016,,Opcional,No
10202384,Rosal vivo sweet candia,10/1/2016,,Opcional,No
10202385,Rosal vivo sweet moments,10/1/2016,,Opcional,No
10202386,Rosal vivo sweet unique,10/1/2016,,Opcional,No
10202387,Rosal vivo taboo,10/1/2016,,Opcional,No
10202388,Rosal vivo timona,10/1/2016,,Opcional,No
10202389,Rosal vivo topaz,10/1/2016,,Opcional,No
10202390,Rosal vivo vogue,10/1/2016,,Opcional,No
10202391,Rosal vivo voila,10/1/2016,,Opcional,No
10202392,Rosal vivo wild one,10/1/2016,,Opcional,No
10202393,Rosal vivo yves piaget,10/1/2016,,Opcional,No
10202400,Rosales vivos rojos o burgundy,10/1/2016,,Opcional,No
10202401,Rosal vivo african dawn,10/1/2016,,Opcional,No
10202402,Rosal vivo amada,10/1/2016,,Opcional,No
10202403,Rosal vivo black baccara,10/1/2016,,Opcional,No
10202404,Rosal vivo black beauty,10/1/2016,,Opcional,No
10202405,Rosal vivo black finess o black magic,10/1/2016,,Opcional,No
10202406,Rosal vivo black magic,10/1/2016,,Opcional,No
10202407,Rosal vivo bohemian o pasarela,10/1/2016,,Opcional,No
10202408,Rosal vivo breathless,10/1/2016,,Opcional,No
10202409,Rosal vivo caballero,10/1/2016,,Opcional,No
10202410,Rosal vivo carrera,10/1/2016,,Opcional,No
10202411,Rosal vivo charlene,10/1/2016,,Opcional,No
10202412,Rosal vivo charlotte,10/1/2016,,Opcional,No
10202413,Rosal vivo cherry lady,10/1/2016,,Opcional,No
10202414,Rosal vivo cherry love,10/1/2016,,Opcional,No
10202415,Rosal vivo classy rose,10/1/2016,,Opcional,No
10202416,Rosal vivo colorado velvet,10/1/2016,,Opcional,No
10202417,Rosal vivo corazon,10/1/2016,,Opcional,No
10202418,Rosal vivo corrida,10/1/2016,,Opcional,No
10202419,Rosal vivo dynamite,10/1/2016,,Opcional,No
10202420,Rosal vivo eurored,10/1/2016,,Opcional,No
10202421,Rosal vivo fashion,10/1/2016,,Opcional,No
10202422,Rosal vivo fire and ice,10/1/2016,,Opcional,No
10202423,Rosal vivo first red,10/1/2016,,Opcional,No
10202424,Rosal vivo forever young,10/1/2016,,Opcional,No
10202425,Rosal vivo freedom,10/1/2016,,Opcional,No
10202426,Rosal vivo freestyle,10/1/2016,,Opcional,No
10202427,Rosal vivo friendship,10/1/2016,,Opcional,No
10202428,Rosal vivo gospel,10/1/2016,,Opcional,No
10202429,Rosal vivo graffity,10/1/2016,,Opcional,No
10202430,Rosal vivo grand gala,10/1/2016,,Opcional,No
10202431,Rosal vivo grand prix,10/1/2016,,Opcional,No
10202432,Rosal vivo grand classe,10/1/2016,,Opcional,No
10202433,Rosal vivo hearts,10/1/2016,,Opcional,No
10202434,Rosal vivo heat,10/1/2016,,Opcional,No
10202435,Rosal vivo hocus pocus,10/1/2016,,Opcional,No
10202436,Rosal vivo lady in red,10/1/2016,,Opcional,No
10202437,Rosal vivo latin lady,10/1/2016,,Opcional,No
10202438,Rosal vivo legend,10/1/2016,,Opcional,No
10202439,Rosal vivo lulu,10/1/2016,,Opcional,No
10202440,Rosal vivo luna rossa,10/1/2016,,Opcional,No
10202441,Rosal vivo luxor,10/1/2016,,Opcional,No
10202442,Rosal vivo madame delbard o carola,10/1/2016,,Opcional,No
10202443,Rosal vivo miss paris,10/1/2016,,Opcional,No
10202444,Rosal vivo nicole,10/1/2016,,Opcional,No
10202445,Rosal vivo night fever,10/1/2016,,Opcional,No
10202446,Rosal vivo obsession,10/1/2016,,Opcional,No
10202447,Rosal vivo opium,10/1/2016,,Opcional,No
10202448,Rosal vivo paz,10/1/2016,,Opcional,No
10202449,Rosal vivo preference,10/1/2016,,Opcional,No
10202450,Rosal vivo red berlin,10/1/2016,,Opcional,No
10202451,Rosal vivo red bull,10/1/2016,,Opcional,No
10202452,Rosal vivo red calypso,10/1/2016,,Opcional,No
10202453,Rosal vivo red diamond,10/1/2016,,Opcional,No
10202454,Rosal vivo red fantasy,10/1/2016,,Opcional,No
10202455,Rosal vivo red france,10/1/2016,,Opcional,No
10202456,Rosal vivo red intuition,10/1/2016,,Opcional,No
10202457,Rosal vivo red jewel,10/1/2016,,Opcional,No
10202458,Rosal vivo red magic,10/1/2016,,Opcional,No
10202459,Rosal vivo red one,10/1/2016,,Opcional,No
10202460,Rosal vivo red paris,10/1/2016,,Opcional,No
10202461,Rosal vivo red princess,10/1/2016,,Opcional,No
10202462,Rosal vivo red sensation o colorad,10/1/2016,,Opcional,No
10202463,Rosal vivo red unique,10/1/2016,,Opcional,No
10202464,Rosal vivo rockefeller,10/1/2016,,Opcional,No
10202465,Rosal vivo romeo,10/1/2016,,Opcional,No
10202466,Rosal vivo rouge baiser,10/1/2016,,Opcional,No
10202467,Rosal vivo roulette,10/1/2016,,Opcional,No
10202468,Rosal vivo royal massai,10/1/2016,,Opcional,No
10202469,Rosal vivo royal red,10/1/2016,,Opcional,No
10202470,Rosal vivo samurai,10/1/2016,,Opcional,No
10202471,Rosal vivo sexy red,10/1/2016,,Opcional,No
10202472,Rosal vivo starfire,10/1/2016,,Opcional,No
10202473,Rosal vivo tango,10/1/2016,,Opcional,No
10202474,Rosal vivo tiger tail,10/1/2016,,Opcional,No
10202475,Rosal vivo tinto,10/1/2016,,Opcional,No
10202476,Rosal vivo top secret,10/1/2016,,Opcional,No
10202477,Rosal vivo vital,10/1/2016,,Opcional,No
10202478,Rosal vivo wisdom,10/1/2016,,Opcional,No
10202479,Rosal vivo xantia,10/1/2016,,Opcional,No
10202480,Rosal vivo xcite,10/1/2016,,Opcional,No
10202500,Rosales vivos sweetheart,10/1/2016,,Opcional,No
10202501,Rosal vivo burgundy sweetheart,10/1/2016,,Opcional,No
10202502,Rosal vivo cream sweetheart,10/1/2016,,Opcional,No
10202503,Rosal vivo hot pink sweetheart,10/1/2016,,Opcional,No
10202504,Rosal vivo lavender sweetheart,10/1/2016,,Opcional,No
10202505,Rosal vivo light pink sweetheart,10/1/2016,,Opcional,No
10202506,Rosal vivo orange sweetheart,10/1/2016,,Opcional,No
10202507,Rosal vivo peach sweetheart,10/1/2016,,Opcional,No
10202508,Rosal vivo red sweetheart,10/1/2016,,Opcional,No
10202509,Rosal vivo white sweetheart,10/1/2016,,Opcional,No
